new_column,ts_code,trade_date,open,high,low,close,vol
0,AVGO,2018-09-06,221.5,222.82,213.92,215.97,6250907
1,AVGO,2018-09-07,224.2,235.41,224.0,232.58,10470300
2,AVGO,2018-09-10,234.66,240.95,232.05,240.61,6087991
3,AVGO,2018-09-11,237.7,239.7,230.4,232.55,6075543
4,AVGO,2018-09-12,228.1,230.85,222.83,229.89,5307948
5,AVGO,2018-09-13,233.69,239.22,231.12,235.42,4375727
6,AVGO,2018-09-14,235.16,237.09,233.69,236.34,2809548
7,AVGO,2018-09-17,240.0,240.3,234.31,234.83,3673918
8,AVGO,2018-09-18,235.0,241.4,234.87,239.73,5051071
9,AVGO,2018-09-19,240.47,242.49,239.77,241.79,3115984
10,AVGO,2018-09-20,242.99,246.04,241.72,244.93,3998594
11,AVGO,2018-09-21,246.33,248.77,245.18,248.1,13532054
12,AVGO,2018-09-24,248.05,250.1,247.31,249.45,4532652
13,AVGO,2018-09-25,248.98,249.35,245.8,247.65,4703739
14,AVGO,2018-09-26,245.64,248.05,244.8,245.43,3342845
15,AVGO,2018-09-27,245.69,247.88,244.91,246.45,2957154
16,AVGO,2018-09-28,245.54,246.97,243.85,246.73,2673911
17,AVGO,2018-10-01,247.88,252.14,247.67,249.51,2771018
18,AVGO,2018-10-02,249.14,251.71,247.92,248.1,2488779
19,AVGO,2018-10-03,248.81,251.33,247.04,249.42,1960713
20,AVGO,2018-10-04,246.66,249.73,246.2,248.17,2566302
21,AVGO,2018-10-05,248.39,250.05,242.4,244.23,3385951
22,AVGO,2018-10-08,243.31,245.42,240.38,241.37,3339697
23,AVGO,2018-10-09,240.59,245.73,240.37,244.7,2467581
24,AVGO,2018-10-10,242.93,245.07,231.64,231.83,5632741
25,AVGO,2018-10-11,231.97,235.6,227.19,228.9,3742359
26,AVGO,2018-10-12,234.76,235.67,229.11,232.95,3259030
27,AVGO,2018-10-15,231.03,235.33,230.04,232.47,3009936
28,AVGO,2018-10-16,236.0,238.76,234.18,238.32,3035475
29,AVGO,2018-10-17,239.74,239.74,233.92,237.17,2026236
30,AVGO,2018-10-18,235.43,236.82,226.53,228.02,3744272
31,AVGO,2018-10-19,230.0,231.09,226.93,228.28,3223264
32,AVGO,2018-10-22,230.56,232.43,228.04,228.62,2561869
33,AVGO,2018-10-23,222.81,229.54,218.82,229.05,3599023
34,AVGO,2018-10-24,226.4,226.41,217.84,218.71,3781020
35,AVGO,2018-10-25,219.88,223.39,219.15,222.24,3519322
36,AVGO,2018-10-26,215.57,217.34,209.2,213.15,5332407
37,AVGO,2018-10-29,216.19,218.69,208.23,211.5,2863614
38,AVGO,2018-10-30,213.78,221.56,211.0,221.01,2969670
39,AVGO,2018-10-31,225.0,225.67,221.71,223.49,2814897
40,AVGO,2018-11-01,225.16,234.23,223.72,229.88,3683037
41,AVGO,2018-11-02,225.33,225.97,217.75,220.77,4024080
42,AVGO,2018-11-05,219.02,221.1,213.71,220.09,2760887
43,AVGO,2018-11-06,220.3,229.16,219.72,228.25,2946674
44,AVGO,2018-11-07,231.99,235.29,229.21,234.4,2900356
45,AVGO,2018-11-08,232.71,242.62,232.71,240.25,2979558
46,AVGO,2018-11-09,235.0,239.02,232.54,238.99,3361128
47,AVGO,2018-11-12,231.0,231.87,220.28,223.63,5030587
48,AVGO,2018-11-13,225.49,229.82,222.32,224.83,2669659
49,AVGO,2018-11-14,226.76,230.53,225.62,226.2,2541106
50,AVGO,2018-11-15,226.22,239.31,225.86,236.34,3669419
51,AVGO,2018-11-16,233.82,239.2,231.65,237.61,3600547
52,AVGO,2018-11-19,236.53,241.08,228.54,229.13,3532211
53,AVGO,2018-11-20,223.94,229.08,222.58,227.71,3212376
54,AVGO,2018-11-21,230.22,233.31,227.51,230.0,1992626
55,AVGO,2018-11-23,227.58,232.69,227.58,229.9,806595
56,AVGO,2018-11-26,234.22,238.15,231.55,235.31,2871382
57,AVGO,2018-11-27,233.58,238.37,232.42,235.83,3040854
58,AVGO,2018-11-28,236.5,238.0,231.62,235.22,3108032
59,AVGO,2018-11-29,234.27,238.63,232.76,235.78,1791954
60,AVGO,2018-11-30,235.4,238.28,233.39,237.41,4008285
61,AVGO,2018-12-03,245.2,247.04,241.47,242.07,3524031
62,AVGO,2018-12-04,240.49,241.13,231.58,232.04,3645518
63,AVGO,2018-12-06,226.24,227.25,217.61,227.24,5785875
64,AVGO,2018-12-07,234.05,238.28,224.5,228.56,7839582
65,AVGO,2018-12-10,227.95,240.32,226.51,239.25,4334384
66,AVGO,2018-12-11,243.46,250.34,243.42,246.84,5772965
67,AVGO,2018-12-12,252.44,260.19,252.0,254.98,6870734
68,AVGO,2018-12-13,258.46,261.5,254.58,258.3,5435509
69,AVGO,2018-12-14,255.36,261.59,254.63,254.83,4272738
70,AVGO,2018-12-17,253.99,261.32,253.08,254.13,5623830
71,AVGO,2018-12-18,255.08,255.59,248.81,249.67,5184947
72,AVGO,2018-12-19,249.0,255.93,242.52,243.89,5972763
73,AVGO,2018-12-20,244.4,248.5,238.45,241.89,7536529
74,AVGO,2018-12-21,241.89,251.74,241.89,244.91,10213790
75,AVGO,2018-12-24,242.0,243.7,233.51,233.8,2849366
76,AVGO,2018-12-26,237.78,248.5,233.5,248.14,3674133
77,AVGO,2018-12-27,245.0,251.23,242.14,250.85,3750725
78,AVGO,2018-12-28,253.0,258.06,251.16,253.59,2870204
79,AVGO,2018-12-31,257.83,258.5,250.95,254.28,2658996
80,AVGO,2019-01-02,248.85,254.7,246.49,253.51,3034553
81,AVGO,2019-01-03,244.56,246.54,230.33,230.96,6857960
82,AVGO,2019-01-04,234.29,236.45,231.67,233.23,5424767
83,AVGO,2019-01-07,233.65,240.24,230.76,237.98,5343306
84,AVGO,2019-01-08,240.11,241.9,233.37,236.07,3679521
85,AVGO,2019-01-09,238.42,246.68,237.85,246.28,5297113
86,AVGO,2019-01-10,245.57,250.57,244.36,249.52,2959355
87,AVGO,2019-01-11,249.43,252.92,249.32,250.57,2015827
88,AVGO,2019-01-14,248.11,251.58,245.9,250.87,2549960
89,AVGO,2019-01-15,252.76,262.22,252.01,256.49,3924685
90,AVGO,2019-01-16,257.2,257.35,251.36,251.7,2448374
91,AVGO,2019-01-17,250.06,257.35,248.72,255.33,3515360
92,AVGO,2019-01-18,259.13,261.94,257.0,260.82,3463448
93,AVGO,2019-01-22,258.0,259.46,254.9,258.29,3715581
94,AVGO,2019-01-23,259.54,260.91,253.65,257.52,3177100
95,AVGO,2019-01-24,261.09,266.75,260.0,263.55,3599910
96,AVGO,2019-01-25,265.17,268.31,260.91,267.94,3034760
97,AVGO,2019-01-28,261.56,268.85,258.65,267.62,3132006
98,AVGO,2019-01-29,267.35,267.6,263.83,266.32,2787032
99,AVGO,2019-01-30,270.0,273.75,267.37,270.82,2872654
100,AVGO,2019-01-31,270.56,271.0,266.35,268.25,2106274
101,AVGO,2019-02-01,269.15,269.6,264.89,266.81,2287755
102,AVGO,2019-02-04,267.5,272.14,264.95,272.12,2076093
103,AVGO,2019-02-05,271.96,274.63,269.91,270.0,2262128
104,AVGO,2019-02-06,273.27,280.0,272.75,276.21,2706413
105,AVGO,2019-02-07,272.86,274.57,266.3,269.09,2864739
106,AVGO,2019-02-08,267.33,274.29,267.06,274.06,2390288
107,AVGO,2019-02-11,274.4,276.0,273.28,275.72,1801188
108,AVGO,2019-02-12,278.65,280.39,277.06,279.39,1980916
109,AVGO,2019-02-13,280.0,282.16,277.97,281.32,1919218
110,AVGO,2019-02-14,280.6,282.84,278.95,281.5,1601504
111,AVGO,2019-02-15,284.09,284.09,278.79,281.93,1735175
112,AVGO,2019-02-19,281.15,282.83,280.15,281.66,1515175
113,AVGO,2019-02-20,283.25,286.63,282.28,283.42,1614951
114,AVGO,2019-02-21,283.24,283.35,278.93,280.94,1325617
115,AVGO,2019-02-22,279.95,280.0,274.66,276.5,2722814
116,AVGO,2019-02-25,280.78,280.83,278.48,278.6,1924460
117,AVGO,2019-02-26,277.93,278.01,274.45,275.0,2721216
118,AVGO,2019-02-27,273.22,275.1,269.58,271.49,2914640
119,AVGO,2019-02-28,269.97,275.71,268.63,275.36,3146053
120,AVGO,2019-03-01,277.73,278.16,271.13,272.75,1903785
121,AVGO,2019-03-04,275.0,276.58,270.86,274.89,1738161
122,AVGO,2019-03-05,275.5,280.44,274.53,277.01,2169908
123,AVGO,2019-03-06,276.66,276.93,270.48,271.35,1997385
124,AVGO,2019-03-07,270.18,270.33,264.08,265.51,2541082
125,AVGO,2019-03-08,261.56,264.76,259.2,264.19,2216990
126,AVGO,2019-03-11,264.89,270.55,264.05,269.06,2716054
127,AVGO,2019-03-12,269.76,270.03,264.27,269.63,2332424
128,AVGO,2019-03-13,270.51,273.08,269.02,271.21,3208871
129,AVGO,2019-03-14,272.09,272.26,267.89,268.2,4309432
130,AVGO,2019-03-15,286.46,299.55,283.5,290.29,14406598
131,AVGO,2019-03-18,290.23,296.98,290.21,293.84,5674859
132,AVGO,2019-03-19,294.16,300.98,294.11,299.31,5155604
133,AVGO,2019-03-20,298.0,299.0,290.29,291.03,4126580
134,AVGO,2019-03-21,291.88,299.37,291.0,296.8,2737961
135,AVGO,2019-03-22,295.92,296.44,291.4,292.65,2330901
136,AVGO,2019-03-25,292.2,294.18,289.0,292.16,2387876
137,AVGO,2019-03-26,294.37,299.47,294.23,297.03,2801154
138,AVGO,2019-03-27,297.57,298.68,292.46,295.97,2186180
139,AVGO,2019-03-28,297.11,303.3,295.67,299.07,3302952
140,AVGO,2019-03-29,301.22,302.67,298.28,300.71,2449344
141,AVGO,2019-04-01,303.11,306.75,299.75,305.79,2703960
142,AVGO,2019-04-02,306.16,307.35,302.61,303.05,2285693
143,AVGO,2019-04-03,306.22,307.4,301.82,304.2,2315289
144,AVGO,2019-04-04,304.75,306.0,301.67,302.0,1522814
145,AVGO,2019-04-05,304.0,304.44,301.8,304.28,1887537
146,AVGO,2019-04-08,304.14,305.3,302.0,304.48,1389871
147,AVGO,2019-04-09,302.58,304.11,300.29,303.45,1162051
148,AVGO,2019-04-10,303.6,307.77,303.0,307.51,1499192
149,AVGO,2019-04-11,308.15,310.19,306.23,309.41,1667017
150,AVGO,2019-04-12,311.35,317.44,310.57,317.03,3008958
151,AVGO,2019-04-15,317.03,317.52,313.17,316.4,1621682
152,AVGO,2019-04-16,320.0,320.01,316.1,318.5,2111735
153,AVGO,2019-04-17,320.24,320.94,317.84,320.53,1813793
154,AVGO,2019-04-18,321.04,322.45,318.16,318.62,2654805
155,AVGO,2019-04-22,317.32,317.89,314.2,315.0,1350728
156,AVGO,2019-04-23,316.76,318.09,314.19,315.64,1977675
157,AVGO,2019-04-24,314.58,317.01,313.19,314.33,2333488
158,AVGO,2019-04-25,312.95,312.95,306.57,311.82,2673609
159,AVGO,2019-04-26,309.15,310.95,305.11,310.41,1640375
160,AVGO,2019-04-29,311.24,314.67,310.44,312.72,1340358
161,AVGO,2019-04-30,313.32,318.42,312.53,318.4,1895321
162,AVGO,2019-05-01,320.5,323.2,318.69,318.9,1815793
163,AVGO,2019-05-02,319.98,322.19,314.23,315.82,2042824
164,AVGO,2019-05-03,314.95,316.65,310.69,315.71,1921373
165,AVGO,2019-05-06,306.79,311.93,305.35,311.57,1437403
166,AVGO,2019-05-07,308.65,309.62,303.73,307.29,2173409
167,AVGO,2019-05-08,305.3,307.66,303.11,303.39,1509866
168,AVGO,2019-05-09,300.0,305.85,296.85,304.06,2228224
169,AVGO,2019-05-10,303.23,305.4,296.66,303.96,2102486
170,AVGO,2019-05-13,293.82,295.68,288.2,293.38,3786434
171,AVGO,2019-05-14,295.69,304.6,295.48,302.0,3427699
172,AVGO,2019-05-15,300.27,307.77,298.61,304.37,1816785
173,AVGO,2019-05-16,299.75,303.1,294.7,297.29,3423313
174,AVGO,2019-05-17,292.78,293.57,288.41,289.89,3909439
175,AVGO,2019-05-20,278.0,279.95,268.64,272.59,6516154
176,AVGO,2019-05-21,277.09,279.78,274.65,275.33,2506008
177,AVGO,2019-05-22,270.48,275.06,268.97,269.22,3180892
178,AVGO,2019-05-23,264.58,265.49,258.17,260.09,4660703
179,AVGO,2019-05-24,262.7,265.74,255.74,255.94,2796327
180,AVGO,2019-05-28,256.57,257.73,250.09,254.48,6196527
181,AVGO,2019-05-29,252.74,256.37,251.58,254.12,2813243
182,AVGO,2019-05-30,254.66,257.34,254.12,256.62,1731287
183,AVGO,2019-05-31,253.04,255.74,251.0,251.64,2219380
184,AVGO,2019-06-03,252.55,258.33,251.2,253.18,2891066
185,AVGO,2019-06-04,256.96,266.0,255.76,265.7,3680802
186,AVGO,2019-06-05,269.01,271.51,262.4,265.72,2365444
187,AVGO,2019-06-06,267.02,275.0,265.28,272.79,3268676
188,AVGO,2019-06-07,274.78,277.8744,273.28,274.87,2596690
189,AVGO,2019-06-10,276.73,284.77,276.72,280.21,2327989
190,AVGO,2019-06-11,290.49,291.75,279.41,283.48,3710648
