new_column,ts_code,trade_date,open,high,low,close,vol
0,AMZN,2018-09-06,2006.51,2007.5,1935.21,1958.31,7488680
1,AMZN,2018-09-07,1938.71,1975.2,1937.35,1952.07,4892643
2,AMZN,2018-09-10,1971.0,1973.04,1931.52,1939.01,4544831
3,AMZN,2018-09-11,1928.27,1988.88,1917.0,1987.15,5033645
4,AMZN,2018-09-12,1994.0,2000.0,1962.44,1990.0,4414012
5,AMZN,2018-09-13,2000.0,2008.76,1982.03,1989.87,3621511
6,AMZN,2018-09-14,1992.93,1993.65,1959.22,1970.19,3642030
7,AMZN,2018-09-17,1954.73,1956.82,1887.41,1908.03,7050192
8,AMZN,2018-09-18,1918.65,1958.2,1915.44,1941.05,4268706
9,AMZN,2018-09-19,1940.5,1940.83,1904.9,1926.42,4056822
10,AMZN,2018-09-20,1938.58,1955.0,1932.25,1944.3,3154934
11,AMZN,2018-09-21,1954.22,1957.31,1910.5,1915.01,6855898
12,AMZN,2018-09-24,1903.79,1936.88,1865.0,1934.36,4213728
13,AMZN,2018-09-25,1942.9,1975.91,1938.85,1974.55,4538407
14,AMZN,2018-09-26,1968.5,1995.25,1961.52,1974.85,4313459
15,AMZN,2018-09-27,1993.24,2016.16,1988.58,2012.98,4329391
16,AMZN,2018-09-28,2004.41,2026.52,1996.46,2003.0,4085135
17,AMZN,2018-10-01,2021.99,2033.19,2003.6,2004.36,3468285
18,AMZN,2018-10-02,1999.99,2013.39,1965.77,1971.31,5400749
19,AMZN,2018-10-03,1981.7,1989.7,1949.81,1952.76,5253131
20,AMZN,2018-10-04,1949.0,1956.0,1896.57,1909.42,7256973
21,AMZN,2018-10-05,1917.99,1929.08,1862.83,1889.65,6822327
22,AMZN,2018-10-08,1874.0,1902.0,1830.66,1864.42,7393199
23,AMZN,2018-10-09,1859.99,1896.68,1852.32,1870.32,4772866
24,AMZN,2018-10-10,1857.89,1858.56,1754.41,1755.25,10988855
25,AMZN,2018-10-11,1724.0,1755.4,1685.1,1719.36,13935872
26,AMZN,2018-10-12,1808.0,1808.95,1742.53,1788.61,9444587
27,AMZN,2018-10-15,1795.0,1795.05,1734.23,1760.95,6437162
28,AMZN,2018-10-16,1783.5,1823.88,1761.55,1819.96,5859918
29,AMZN,2018-10-17,1842.79,1845.0,1807.0,1831.73,5295177
30,AMZN,2018-10-18,1821.49,1830.15,1767.87,1770.72,5873995
31,AMZN,2018-10-19,1785.16,1809.1,1753.0,1764.03,5907246
32,AMZN,2018-10-22,1784.0,1809.5,1756.0,1789.3,4500015
33,AMZN,2018-10-23,1742.24,1776.34,1714.0,1768.7,6723913
34,AMZN,2018-10-24,1773.7,1777.71,1656.56,1664.2,6928383
35,AMZN,2018-10-25,1703.34,1794.81,1692.01,1782.17,10285742
36,AMZN,2018-10-26,1649.59,1698.46,1603.0,1642.81,14963783
37,AMZN,2018-10-29,1660.0,1665.74,1495.0,1538.88,13866077
